Subject,Predicate,Object,SourceName,SourceChapter,SourceType
扶正健脾固卫方,方剂组成药材,白术,干祖望医生病例集,例二,现代临床
扶正健脾固卫方,方剂组成药材,茯苓,干祖望医生病例集,例二,现代临床
扶正健脾固卫方,方剂组成药材,陈皮,干祖望医生病例集,例二,现代临床
扶正健脾固卫方,方剂组成药材,鸭跖草,干祖望医生病例集,例二,现代临床
扶正健脾固卫方,方剂组成药材,半夏,干祖望医生病例集,例二,现代临床
扶正健脾固卫方,方剂组成药材,辛夷,干祖望医生病例集,例二,现代临床
扶正健脾固卫方,方剂组成药材,菖蒲,干祖望医生病例集,例二,现代临床
扶正健脾固卫方,方剂组成药材,苍耳子,干祖望医生病例集,例二,现代临床
扶正健脾固卫方,方剂组成药材,白芷,干祖望医生病例集,例二,现代临床
太子参,药材具有功效,扶正,干祖望医生病例集,例二,现代临床
白术,药材具有功效,健脾,干祖望医生病例集,例二,现代临床
茯苓,药材具有功效,利湿,干祖望医生病例集,例二,现代临床
鼻塞不通,症状辨证证候,痰气之患,干祖望医生病例集,例二,现代临床
鼻塞不通,症状辨证证候,脾虚,干祖望医生病例集,例二,现代临床
鼻塞不通,证候采用方剂,清肺化痰方,干祖望医生病例集,例二,现代临床
清肺化痰方,方剂组成药材,桑白皮,干祖望医生病例集,例二,现代临床
清肺化痰方,方剂组成药材,马兜铃,干祖望医生病例集,例二,现代临床
清肺化痰方,方剂组成药材,黄苓,干祖望医生病例集,例二,现代临床
清肺化痰方,方剂组成药材,丹皮,干祖望医生病例集,例二,现代临床
清肺化痰方,方剂组成药材,鱼腥草,干祖望医生病例集,例二,现代临床
清肺化痰方,方剂组成药材,生山梔,干祖望医生病例集,例二,现代临床
清肺化痰方,方剂组成药材,菖蒲,干祖望医生病例集,例二,现代临床
清肺化痰方,方剂组成药材,赤芍,干祖望医生病例集,例二,现代临床
清肺化痰方,方剂组成药材,茜草根,干祖望医生病例集,例二,现代临床
清肺化痰方,方剂组成药材,芦根,干祖望医生病例集,例二,现代临床
桑白皮,药材具有功效,清肺,干祖望医生病例集,例二,现代临床
黄苓,药材具有功效,清热,干祖望医生病例集,例二,现代临床
茜草根,药材具有功效,活血,干祖望医生病例集,例二,现代临床
鼻塞不通,症状辨证证候,坤德失其厚载,干祖望医生病例集,例二,现代临床
鼻塞不通,证候采用方剂,六君子汤,干祖望医生病例集,例二,现代临床
六君子汤,方剂组成药材,黄苓,干祖望医生病例集,例二,现代临床
六君子汤,方剂组成药材,山梔,干祖望医生病例集,例二,现代临床
六君子汤,方剂组成药材,桑白皮,干祖望医生病例集,例二,现代临床
六君子汤,方剂组成药材,桑叶,干祖望医生病例集,例二,现代临床
六君子汤,方剂组成药材,菊花,干祖望医生病例集,例二,现代临床
六君子汤,方剂组成药材,苏子,干祖望医生病例集,例二,现代临床
六君子汤,方剂组成药材,马兜铃,干祖望医生病例集,例二,现代临床
六君子汤,方剂组成药材,菖蒲,干祖望医生病例集,例二,现代临床
六君子汤,方剂组成药材,天竺黄,干祖望医生病例集,例二,现代临床
六君子汤,方剂组成药材,路路通,干祖望医生病例集,例二,现代临床
黄苓,药材具有功效,清热,干祖望医生病例集,例二,现代临床
山梔,药材具有功效,清热,干祖望医生病例集,例二,现代临床
桑白皮,药材具有功效,清肺,干祖望医生病例集,例二,现代临床
鼻塞不通,症状辨证证候,顽症愈而未能巩固,干祖望医生病例集,例二,现代临床
鼻塞不通,证候采用方剂,升麻葛根方,干祖望医生病例集,例二,现代临床
升麻葛根方,方剂组成药材,升麻,干祖望医生病例集,例二,现代临床
升麻葛根方,方剂组成药材,葛根,干祖望医生病例集,例二,现代临床
升麻葛根方,方剂组成药材,苍耳子,干祖望医生病例集,例二,现代临床
升麻葛根方,方剂组成药材,辛夷,干祖望医生病例集,例二,现代临床
升麻葛根方,方剂组成药材,白芷,干祖望医生病例集,例二,现代临床
升麻葛根方,方剂组成药材,薄荷,干祖望医生病例集,例二,现代临床
升麻葛根方,方剂组成药材,鱼腥草,干祖望医生病例集,例二,现代临床
升麻,药材具有功效,升阳,干祖望医生病例集,例二,现代临床
葛根,药材具有功效,解表,干祖望医生病例集,例二,现代临床
名医经验总结,归属于经典,干祖望医生病例集,干祖望医生病例集,例二,现代临床
鼻粘膜充血,舌象表现特征,舌薄苔映黄,干祖望医生病例集,例二,现代临床
鼻粘膜充血,脉象表现特征,脉细,干祖望医生病例集,例二,现代临床
鼻塞,症状伴随症状,活动即缓解,干祖望医生病例集,例二,现代临床
鼻塞,症状伴随症状,涕难外撮,干祖望医生病例集,例二,现代临床
鼻粘膜充血、肥大,舌象表现特征,舌薄黄苔,干祖望医生病例集,例二,现代临床
鼻粘膜充血、肥大,脉象表现特征,脉细,干祖望医生病例集,例二,现代临床
鼻粘膜偏淡,舌象表现特征,舌薄苔,干祖望医生病例集,例二,现代临床
鼻粘膜偏淡,脉象表现特征,脉平偏细,干祖望医生病例集,例二,现代临床
鼻不通气,症状伴随症状,堵塞时一加运动即可缓解,干祖望医生病例集,例二,现代临床
鼻不通气,症状伴随症状,涕多色白,干祖望医生病例集,例二,现代临床
鼻粘膜干燥无液,舌象表现特征,舌薄苔,干祖望医生病例集,例二,现代临床
鼻粘膜干燥无液,脉象表现特征,脉平,干祖望医生病例集,例二,现代临床
鼻子既干且痛,舌象表现特征,舌少苔,干祖望医生病例集,例二,现代临床
鼻子既干且痛,脉象表现特征,脉细,干祖望医生病例集,例二,现代临床
鼻粘膜充血,证候采用方剂,升麻3g柴胡3g党参10g白术6g茯苓10g山药10g金银花10g桑白皮10g菖蒲3g白扁豆10g,干祖望医生病例集,例二,现代临床
鼻粘膜充血、肥大,证候采用方剂,升麻3g葛根6g苍耳子10g辛夷6g白芷6g薄荷6g鱼腥草10g芦根30g桑白皮10g,干祖望医生病例集,例二,现代临床
鼻甲留瘀，畜门受阻,证候采用方剂,红花6g桃仁10g落得打10g当归尾10g赤芍6g菖蒲3g路路通10g革芨6g升麻3g,干祖望医生病例集,例二,现代临床
肺怯金枯,证候采用方剂,生地10g熟地10g玄参10g鱼腥草10g桔梗6g百合10g麦冬10g北沙参10g辛夷6g甘草3g,干祖望医生病例集,例二,现代临床
胆热移脑,证候采用方剂,龙胆草3g黄苓3g山梔10g鱼腥草10g夏枯草10g辛夷6g白芷6g鸭跖草10g苍耳子10g芦根30g,干祖望医生病例集,例二,现代临床
燥则欲治以润,证候采用方剂,川黄柏3g知母10g生地10g熟地10g沙参10g麦冬10g芦根30g玉竹10g百合10g柿霜10g天花粉10g,干祖望医生病例集,例二,现代临床
正虚质弱，肺怯金枯,证候采用方剂,熟地10g生地10g百合10g桑白皮10g玄参10g沙参10g白芍6g知母10g桔梗6g甘草3g,干祖望医生病例集,例二,现代临床
鼻槁（即萎缩性鼻炎）,证候采用方剂,熟地10g生地10g百合10g桑白皮10g玄参10g黄精10g知母10g肥玉竹10g天花粉10g蛤粉炒阿胶珠15g,干祖望医生病例集,例二,现代临床
感冒,证候采用方剂,桑叶6g菊花10g豆豉6g板蓝根10g金银花10g薄荷5g桔梗6g象贝母10g杏仁10g鸡苏散12g,干祖望医生病例集,例二,现代临床
月经量多,疾病表现症状,经前少腹坠重,干祖望医生病例集,例二,现代临床
关节疼痛,疾病表现症状,关节有些疼痛,干祖望医生病例集,例二,现代临床
感冒,疾病表现症状,涕一度增多,干祖望医生病例集,例二,现代临床
感冒,疾病表现症状,鼻腔内硬感,干祖望医生病例集,例二,现代临床
感冒,疾病表现症状,鼻腔出血,干祖望医生病例集,例二,现代临床
感冒,疾病表现症状,发烧,干祖望医生病例集,例二,现代临床
感冒,疾病表现症状,头痛头昏,干祖望医生病例集,例二,现代临床
感冒,疾病表现症状,食欲锐减,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病导致舌象,舌薄苔,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病导致脉象,脉细,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,鼻干,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,口唇干,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,狂饮难解,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,对异气异味难以接受,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,嗅觉似乎有些提高,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,鼻涕奇多,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,晨兴之际狂嚏及咽痛,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,鼻干仅仅在左侧,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,唇干,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,鼻中干燥依然,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,涕仍多而稀者转稠,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,鼻子通气右侧好些,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,有血淋渗,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,咽鼻之干不解,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,右鼻堵塞,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,左鼻出血依然,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,有些头痛,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,咽后壁淋巴滤泡散在性增生,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,粘膜有萎缩感,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,两腭弓有小血管暴露,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,咽后壁小血管网布,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,咽粘膜萎缩,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,鼻腔粘膜干燥少液有涕屎,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,咽痛,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,干甚即痛,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,晨起由干而鼻痒,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,由痒而狂嚏,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,嚏后得涕而可以滋润些,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,同时即有出血,干祖望医生病例集,例二,现代临床
干燥性鼻炎,疾病表现症状,大便干而难解,干祖望医生病例集,例二,现代临床
脾失健运,疾病导致舌象,舌苔厚腻而糙,干祖望医生病例集,例二,现代临床
脾失健运,疾病导致舌象,上覆灰苔,干祖望医生病例集,例二,现代临床
脾失健运,疾病导致舌象,质红少津,干祖望医生病例集,例二,现代临床
脾失健运,疾病导致脉象,脉平偏细,干祖望医生病例集,例二,现代临床
脾失健运,疾病表现症状,大便稀薄,干祖望医生病例集,例二,现代临床
脾失健运,疾病表现症状,口鼻常干而燥,干祖望医生病例集,例二,现代临床
脾失健运,疾病表现症状,燥甚则痛而灼,干祖望医生病例集,例二,现代临床
脾失统血,疾病表现症状,血失摄纳而任意外溢,干祖望医生病例集,例二,现代临床
上颌窦炎,疾病表现症状,头痛,干祖望医生病例集,例二,现代临床
上颌窦炎,疾病表现症状,涕多黄秽,干祖望医生病例集,例二,现代临床
上颌窦炎,疾病表现症状,鼻塞,干祖望医生病例集,例二,现代临床
上颌窦炎,疾病表现症状,左耳憋气,干祖望医生病例集,例二,现代临床
上颌窦炎,疾病表现症状,听力丧失殆尽,干祖望医生病例集,例二,现代临床
上颌窦炎,疾病导致舌象,舌薄苔,干祖望医生病例集,例二,现代临床
上颌窦炎,疾病导致脉象,脉平偏细,干祖望医生病例集,例二,现代临床
鼻息肉,疾病表现症状,两侧鼻孔内俱有鼻息肉组织,干祖望医生病例集,例二,现代临床
鼻息肉,疾病表现症状,鼻腔无脓性分泌物,干祖望医生病例集,例二,现代临床
鼻息肉,疾病表现症状,鼻中隔两侧有嶒突,干祖望医生病例集,例二,现代临床
鼻息肉,疾病表现症状,左耳鼓膜菲薄,干祖望医生病例集,例二,现代临床
鼻息肉,疾病导致舌象,舌薄苔,干祖望医生病例集,例二,现代临床
鼻息肉,疾病导致脉象,脉平偏细,干祖望医生病例集,例二,现代临床
鼻息肉,证候采用方剂,参苓白术散,干祖望医生病例集,例二,现代临床
参苓白术散,方剂组成药材,党参,干祖望医生病例集,例二,现代临床
参苓白术散,方剂组成药材,白术,干祖望医生病例集,例二,现代临床
参苓白术散,方剂组成药材,茯苓,干祖望医生病例集,例二,现代临床
参苓白术散,方剂组成药材,白扁豆,干祖望医生病例集,例二,现代临床
参苓白术散,方剂组成药材,山药,干祖望医生病例集,例二,现代临床
参苓白术散,方剂组成药材,乌梅,干祖望医生病例集,例二,现代临床
参苓白术散,方剂组成药材,焦梅仁,干祖望医生病例集,例二,现代临床
参苓白术散,方剂组成药材,酸枣仁,干祖望医生病例集,例二,现代临床
参苓白术散,方剂组成药材,大枣,干祖望医生病例集,例二,现代临床
参苓白术散,方剂组成药材,甘草,干祖望医生病例集,例二,现代临床
党参,药材具有功效,补脾益气,干祖望医生病例集,例二,现代临床
白术,药材具有功效,健脾燥湿,干祖望医生病例集,例二,现代临床
茯苓,药材具有功效,利水渗湿,干祖望医生病例集,例二,现代临床
白扁豆,药材具有功效,健脾化湿,干祖望医生病例集,例二,现代临床
山药,药材具有功效,补脾益肾,干祖望医生病例集,例二,现代临床
乌梅,药材具有功效,收敛止泻,干祖望医生病例集,例二,现代临床
焦梅仁,药材具有功效,润肠通便,干祖望医生病例集,例二,现代临床
酸枣仁,药材具有功效,养心安神,干祖望医生病例集,例二,现代临床
大枣,药材具有功效,补中益气,干祖望医生病例集,例二,现代临床
甘草,药材具有功效,调和诸药,干祖望医生病例集,例二,现代临床
鼻息肉,名医经验总结,正规治疗，摘除息肉为先决之策。唯心无准备，密时先取中药，必要时中西结合处理,干祖望医生病例集,例二,现代临床
鼻息肉,疾病表现症状,头痛,干祖望医生病例集,例二,现代临床
鼻息肉,疾病表现症状,涕多黄秽,干祖望医生病例集,例二,现代临床
鼻息肉,疾病表现症状,鼻塞,干祖望医生病例集,例二,现代临床
鼻息肉,疾病表现症状,左耳憋气,干祖望医生病例集,例二,现代临床
鼻息肉,疾病表现症状,听力丧失,干祖望医生病例集,例二,现代临床
鼻息肉,疾病导致舌象,舌薄苔,干祖望医生病例集,例二,现代临床
鼻息肉,疾病导致脉象,脉平偏细,干祖望医生病例集,例二,现代临床
慢性鼻窦炎,疾病表现症状,稠涕奇多,干祖望医生病例集,例二,现代临床
慢性鼻窦炎,疾病表现症状,色黄难摸,干祖望医生病例集,例二,现代临床
慢性鼻窦炎,疾病表现症状,偶然出血,干祖望医生病例集,例二,现代临床
慢性鼻窦炎,疾病表现症状,通气在手术后短期内尚可,干祖望医生病例集,例二,现代临床
慢性鼻窦炎,疾病表现症状,嗅觉迟钝,干祖望医生病例集,例二,现代临床
慢性鼻窦炎,疾病表现症状,头胀昏沉,干祖望医生病例集,例二,现代临床
慢性鼻窦炎,疾病表现症状,记忆力日差,干祖望医生病例集,例二,现代临床
慢性鼻窦炎,疾病导致舌象,舌薄苔,干祖望医生病例集,例二,现代临床
慢性鼻窦炎,疾病导致脉象,脉实,干祖望医生病例集,例二,现代临床
鼻息肉,证候导致舌象,舌薄腻苔,干祖望医生病例集,例二,现代临床
鼻息肉,证候导致脉象,脉平,干祖望医生病例集,例二,现代临床
鼻息肉,证候导致舌象,舌薄苔,干祖望医生病例集,例二,现代临床
鼻息肉,证候导致脉象,脉细,干祖望医生病例集,例二,现代临床
鼻息肉,证候导致舌象,舌净质嫩而淡,干祖望医生病例集,例二,现代临床
鼻息肉,证候导致脉象,脉细,干祖望医生病例集,例二,现代临床
鼻息肉,综合辨证证候,脾湿常停,干祖望医生病例集,例二,现代临床
鼻息肉,综合辨证证候,化浊上蒸,干祖望医生病例集,例二,现代临床
鼻息肉,综合辨证证候,灶突必无净土,干祖望医生病例集,例二,现代临床
鼻息肉,综合辨证证候,鼻渊求痊需先窦口通畅,干祖望医生病例集,例二,现代临床
鼻息肉,综合辨证证候,耳中憋气祸起于鼻,干祖望医生病例集,例二,现代临床
鼻息肉,综合辨证证候,取升清化浊之法,干祖望医生病例集,例二,现代临床
鼻息肉,综合辨证证候,干酪出现不能不加重化浊以应付,干祖望医生病例集,例二,现代临床
鼻息肉,综合辨证证候,化湿浊升清阳增津液三者兼顾,干祖望医生病例集,例二,现代临床
鼻息肉,综合辨证证候,振作土脾一法最为主导,干祖望医生病例集,例二,现代临床
鼻息肉,综合辨证证候,全窦炎鼻息肉千酪样病变轻度萎缩性鼻炎诸症麋集于肺窍,干祖望医生病例集,例二,现代临床
鼻息肉,综合辨证证候,取用升清益气作核心的方药有效,干祖望医生病例集,例二,现代临床
鼻息肉,综合辨证证候,鼻科诸顽症麋集一身,干祖望医生病例集,例二,现代临床
鼻息肉,综合辨证证候,诸症渐退息肉难除,干祖望医生病例集,例二,现代临床
鼻息肉,证候采用方剂,讀香10g佩兰10g白术6g茯荟10g陈皮6g半夏6g升麻3g辛夷6g白芷6g薄荷6g苍耳子10g,干祖望医生病例集,例二,现代临床
鼻息肉,证候采用方剂,蕾香10g佩兰10g柴胡3g苍耳子10g升麻3g辛夷6g白芷6g干地龙10g薄荷6g菖蒲3g,干祖望医生病例集,例二,现代临床
鼻息肉,证候采用方剂,升麻3g太子参10g白术6g蕾香10g佩兰10g枸橘李10g菖蒲3g辛夷6g干地龙10g苍耳子10g,干祖望医生病例集,例二,现代临床
鼻息肉,证候采用方剂,柴胡3g升麻3g党参10g白术6g山药10g蕾香10g黄精10g芦根30g百合10g佩兰10g,干祖望医生病例集,例二,现代临床
鼻息肉,证候采用方剂,太子参10g白术6g茯苓10g陈皮6g荷茎30cm升麻3g柴胡3g辛夷6g六一散15g覆香10g佩兰10g,干祖望医生病例集,例二,现代临床
鼻息肉,证候采用方剂,党参IOg3g升麻3g辛夷6g,干祖望医生病例集,例二,现代临床
鼻息肉,证候采用方剂,太子参10g蕾香IOg升麻3g百合10g鱼腥草IOg辛夷6g菖蒲3g芦根30g桑白皮IOg麦冬IOg,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,讀香,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,佩兰,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,白术,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,茯荟,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,陈皮,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,半夏,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,升麻,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,辛夷,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,白芷,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,薄荷,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,苍耳子,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,柴胡,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,太子参,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,枸橘李,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,菖蒲,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,干地龙,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,山药,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,黄精,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,芦根,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,百合,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,茯苓,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,荷茎,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,六一散,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,覆香,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,党参,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,鱼腥草,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,桑白皮,干祖望医生病例集,例二,现代临床
鼻息肉,方剂组成药材,麦冬,干祖望医生病例集,例二,现代临床
鼻息肉,名医经验总结,干祖望,干祖望医生病例集,例二,现代临床
鼻病,疾病表现症状,鼻塞,干祖望医生病例集,例二,现代临床
鼻病,疾病表现症状,涕多如涌,干祖望医生病例集,例二,现代临床
鼻病,疾病表现症状,头痛,干祖望医生病例集,例二,现代临床
鼻病,疾病表现症状,咳嗽,干祖望医生病例集,例二,现代临床
鼻病,疾病表现症状,多嚏,干祖望医生病例集,例二,现代临床
鼻病,疾病导致舌象,舌薄白苔,干祖望医生病例集,例二,现代临床
鼻病,疾病导致脉象,脉平,干祖望医生病例集,例二,现代临床
鼻病,证候导致舌象,舌白腻较厚苔,干祖望医生病例集,例二,现代临床
鼻病,证候导致脉象,脉细,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,涕中有血,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,鼻中新增痒感,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,烧灼感,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,狂嚏,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,嗅觉迟钝,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,易感冒,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,便稀畏寒,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,咽干多饮,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,头痛在前额两鬓,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,鼻甲肥大,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,运动时收缩敏感,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,鼻粘膜苍白,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,下鼻甲肥大,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,鼻涕奇多,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,涕黄如脓,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,涕转成白色而稀,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,通气则时塞时开,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,天癸已由乱而刻下很少,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,鼻涕奇多，或如清水，或似糜浆,干祖望医生病例集,例二,现代临床
鼻息肉,归属于经典,鼻痔,干祖望医生病例集,例二,现代临床
鼻息肉,证候导致舌象,舌薄苔,干祖望医生病例集,例二,现代临床
鼻息肉,证候导致脉象,脉平偏细,干祖望医生病例集,例二,现代临床
鼻息肉,综合辨证证候,湿热熏于肺门,干祖望医生病例集,例二,现代临床
鼻息肉,证候采用方剂,苍耳子散,干祖望医生病例集,例二,现代临床
苍耳子散,方剂组成药材,苍耳子,干祖望医生病例集,例二,现代临床
苍耳子散,方剂组成药材,白芷,干祖望医生病例集,例二,现代临床
苍耳子散,方剂组成药材,薄荷,干祖望医生病例集,例二,现代临床
苍耳子散,方剂组成药材,辛夷,干祖望医生病例集,例二,现代临床
苍耳子散,方剂组成药材,鱼腥草,干祖望医生病例集,例二,现代临床
苍耳子散,方剂组成药材,桔梗,干祖望医生病例集,例二,现代临床
苍耳子散,方剂组成药材,菖蒲,干祖望医生病例集,例二,现代临床
苍耳子散,方剂组成药材,路路通,干祖望医生病例集,例二,现代临床
苍耳子散,方剂组成药材,桑叶,干祖望医生病例集,例二,现代临床
多涕症,症状伴随症状,鼻涕奇多,干祖望医生病例集,例二,现代临床
多涕症,症状伴随症状,拧之不尽,干祖望医生病例集,例二,现代临床
多涕症,症状伴随症状,潴积的黄色浓涕极多,干祖望医生病例集,例二,现代临床
多涕症,症状伴随症状,涕量明显减少,干祖望医生病例集,例二,现代临床
多涕症,症状伴随症状,基本上涕量达到几乎没有,干祖望医生病例集,例二,现代临床
多涕症,疾病导致舌象,舌薄苔,干祖望医生病例集,例二,现代临床
多涕症,综合辨证证候,童年纯阳气盛于中,干祖望医生病例集,例二,现代临床
多涕症,证候采用方剂,甜孽芾,干祖望医生病例集,例二,现代临床
甜孽芾,方剂组成药材,桑白皮,干祖望医生病例集,例二,现代临床
甜孽芾,方剂组成药材,黄苓,干祖望医生病例集,例二,现代临床
甜孽芾,方剂组成药材,马兜铃,干祖望医生病例集,例二,现代临床
甜孽芾,方剂组成药材,辛夷,干祖望医生病例集,例二,现代临床
甜孽芾,方剂组成药材,桔梗,干祖望医生病例集,例二,现代临床
甜孽芾,方剂组成药材,败浆草,干祖望医生病例集,例二,现代临床
多涕症,证候采用方剂,马兜铃6g桑白皮10g黄苓3g银花10g败酱草10g桔梗6g苍耳子10g,干祖望医生病例集,例二,现代临床
多涕症,证候采用方剂,桑白皮10g黄苓3g银花10g百合10g杏仁10g甘草3g,干祖望医生病例集,例二,现代临床
多涕症,证候导致舌象,舌薄苔,干祖望医生病例集,例二,现代临床
多涕症,症状伴随症状,清涕滂沱,干祖望医生病例集,例二,现代临床
多涕症,症状伴随症状,涕量已减少到正常,干祖望医生病例集,例二,现代临床
多涕症,症状伴随症状,涕量再度滂沱淋漓,干祖望医生病例集,例二,现代临床
多涕症,证候导致脉象,脉平,干祖望医生病例集,例二,现代临床
多涕症,证候导致脉象,脉细,干祖望医生病例集,例二,现代临床
多涕症,综合辨证证候,肺怯本虚,干祖望医生病例集,例二,现代临床
多涕症,综合辨证证候,淫涕始敛,干祖望医生病例集,例二,现代临床
多涕症,综合辨证证候,卫气不固,干祖望医生病例集,例二,现代临床
多涕症,证候采用方剂,玉屏风散,干祖望医生病例集,例二,现代临床
玉屏风散,方剂组成药材,黄民10g料豆衣10g白术6g防风6g百合10g诃子肉10g辛夷6g,干祖望医生病例集,例二,现代临床
多涕症,证候采用方剂,党参10g益智仁10g山药10g乌药6g百合10g诃子肉10g,干祖望医生病例集,例二,现代临床
鼻病,综合辨证证候,肺气之虚怯,干祖望医生病例集,例二,现代临床
鼻病,证候采用方剂,黄苗10g白术6g防风6g益智仁10g乌药6g山鼠科病药10g百合10g诃子肉10g细辛3g甘草3g,干祖望医生病例集,例二,现代临床
鼻病,证候采用方剂,原方加升麻3g,干祖望医生病例集,例二,现代临床
鼻病,综合辨证证候,金寒土薄,干祖望医生病例集,例二,现代临床
鼻病,证候采用方剂,太子参10g黄侬10g白术6g益智仁10g台乌药6g山药10g防风6g诃子肉10g淫羊蕾10g甘草3g,干祖望医生病例集,例二,现代临床
鼻病,证候采用方剂,原方加细辛3g,干祖望医生病例集,例二,现代临床
鼻病,综合辨证证候,溢涕10载,干祖望医生病例集,例二,现代临床
鼻病,证候采用方剂,党参10g山药10g益智仁10g乌药6g白术6g茯苓10g苍耳子10g辛夷6g白芷施生姜2片大枣7枚,干祖望医生病例集,例二,现代临床
鼻病,证候采用方剂,党参10g白术6g茯苓10g益智仁10g山药10g百合10g乌药6g辛夷6g甘草3g,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,鼻涕奇多,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,涕黄如脓,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,涕转成白色而稀,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,通气则时塞时开,干祖望医生病例集,例二,现代临床
鼻病,症状伴随症状,天癸已由乱而刻下很少,干祖望医生病例集,例二,现代临床
